CustomerID,Recency,Frequency,Monetary,R_Score,F_Score,M_Score,RFM_Segment,RFM_Score_Sum,Customer_Persona,HoldoutOrders,HoldoutMonetary,IsChurned,Prob_Active,Predicted_90Day_CLV,Recommended_Campaign,Campaign_Strategy_Note
15221.0,275,4,2465.45,2,4,4,244,10,At Risk,0,0.0,1,0.5143482496041052,323.51242814225907,Standard Retention Push,Automated email re-engagement.
12863.0,288,5,2271.35,2,4,4,244,10,At Risk,1,521.2,0,0.5065683748346395,322.410467091236,Standard Retention Push,Automated email re-engagement.
15351.0,278,4,2052.85,2,4,4,244,10,At Risk,6,1685.44,0,0.5107118765937031,321.2252387464914,Standard Retention Push,Automated email re-engagement.
12806.0,344,4,2878.96,2,3,5,235,10,At Risk,0,0.0,1,0.42769265634140663,320.1489155161596,Standard Retention Push,Automated email re-engagement.
16795.0,274,3,2492.39,2,3,4,234,9,At Risk,0,0.0,1,0.4533199945664924,319.79038110290855,Standard Retention Push,Automated email re-engagement.
12725.0,280,4,2694.56,2,3,4,234,9,At Risk,0,0.0,1,0.45403845114724406,318.42026126910787,Standard Retention Push,Automated email re-engagement.
14673.0,276,3,2047.9,2,3,4,234,9,At Risk,4,1362.91,0,0.45092175696769654,318.09856665640996,Standard Retention Push,Automated email re-engagement.
12978.0,294,5,2502.82,2,4,4,244,10,At Risk,0,0.0,1,0.4992580634649014,317.75774690500447,Standard Retention Push,Automated email re-engagement.
16416.0,299,6,1921.48,2,4,4,244,10,At Risk,3,1051.4,0,0.5012246899981297,313.94911056650534,Standard Retention Push,Automated email re-engagement.
12838.0,282,9,3106.14,2,5,5,255,12,At Risk,1,292.34,0,0.64704286026757,313.68704785660935,Standard Retention Push,Automated email re-engagement.
13156.0,294,3,1586.54,2,3,4,234,9,At Risk,0,0.0,1,0.42934365589310786,313.0047169779757,Standard Retention Push,Automated email re-engagement.
15476.0,289,4,2209.98,2,4,4,244,10,At Risk,0,0.0,1,0.4973190423061602,312.801474607302,Standard Retention Push,Automated email re-engagement.
13214.0,326,7,3264.23,2,4,5,245,11,At Risk,0,0.0,1,0.5275061702162092,312.0188266166822,Standard Retention Push,Automated email re-engagement.
13464.0,303,5,2422.96,2,4,4,244,10,At Risk,1,674.68,0,0.48830763551814105,310.78823841502737,Standard Retention Push,Automated email re-engagement.
16499.0,269,8,2578.34,2,5,4,254,11,At Risk,0,0.0,1,0.6064850467489085,310.1600238741605,Standard Retention Push,Automated email re-engagement.
14882.0,299,12,3038.45,2,5,5,255,12,At Risk,2,589.7,0,0.6501539626446962,307.2254803838225,Standard Retention Push,Automated email re-engagement.
17203.0,297,4,2012.03,2,4,4,244,10,At Risk,6,3563.85,0,0.48758996364193996,306.68212285550436,Standard Retention Push,Automated email re-engagement.
13431.0,315,6,2047.14,2,4,4,244,10,At Risk,2,1269.1,0,0.4817531378414288,306.61656335105,Standard Retention Push,Automated email re-engagement.
12349.0,316,3,2671.14,2,3,4,234,9,At Risk,1,1757.55,0,0.40328821625089084,305.92605405191443,Standard Retention Push,Automated email re-engagement.
13297.0,294,3,2278.77,2,3,4,234,9,At Risk,4,2089.85,0,0.4293222500903704,302.8613950806438,Standard Retention Push,Automated email re-engagement.
13154.0,308,3,1624.84,2,3,4,234,9,At Risk,0,0.0,1,0.412728003729687,300.89139602532873,Standard Retention Push,Automated email re-engagement.
