CustomerID,Recency,Frequency,Monetary,R_Score,F_Score,M_Score,RFM_Segment,RFM_Score_Sum,Customer_Persona
12515.0,262,1,383.7,2,1,2,212,5,About to Sleep
12516.0,89,3,1919.76,4,3,4,434,11,Loyal Customers
12517.0,35,2,1538.7,5,2,4,524,11,Promising / Potential
12518.0,19,1,324.83,5,1,2,512,8,New Customers
12519.0,385,1,385.7,1,1,2,112,4,Hibernating / Lost
12520.0,51,4,2045.85,4,3,4,434,11,Loyal Customers
12521.0,51,1,599.68,4,1,3,413,8,New Customers
12523.0,16,19,3600.13,5,5,5,555,15,Champions
12524.0,71,15,9762.87,4,5,5,455,14,Champions
12525.0,407,3,973.73,1,3,3,133,7,Others / Need Attention
12526.0,3,1,520.3,5,1,2,512,8,New Customers
12527.0,203,4,671.72,3,3,3,333,9,Loyal Customers
12528.0,23,4,1287.37,5,3,4,534,12,Loyal Customers
12529.0,437,1,316.48,1,1,2,112,4,Hibernating / Lost
12530.0,32,8,3318.63,5,5,5,555,15,Champions
12531.0,595,1,1807.98,1,1,4,114,6,Hibernating / Lost
12533.0,536,2,1367.89,1,2,4,124,7,Hibernating / Lost
12534.0,39,1,1089.18,4,1,3,413,8,New Customers
12535.0,0,2,716.35,5,2,3,523,10,Promising / Potential
12537.0,317,1,732.94,2,1,3,213,6,About to Sleep
12538.0,287,1,276.5,2,1,2,212,5,About to Sleep
12539.0,171,6,10164.09,3,4,5,345,12,Loyal Customers
12540.0,1,27,18101.11,5,5,5,555,15,Champions
12541.0,82,2,536.14,4,2,2,422,8,Promising / Potential
12542.0,393,2,481.88,1,2,2,122,5,Hibernating / Lost
12543.0,357,1,980.25,1,1,3,113,5,Hibernating / Lost
12545.0,168,1,628.15,3,1,3,313,7,Others / Need Attention
12547.0,106,3,383.58,4,3,2,432,9,Loyal Customers
12548.0,75,1,95.2,4,1,1,411,6,New Customers
12549.0,484,6,1575.68,1,4,4,144,9,Can't Lose Them
12551.0,266,1,168.0,2,1,1,211,4,About to Sleep
12553.0,19,9,3336.06,5,5,5,555,15,Champions
12554.0,357,1,468.5,1,1,2,112,4,Hibernating / Lost
12555.0,591,1,129.23,1,1,1,111,3,Hibernating / Lost
12556.0,60,1,312.9,4,1,2,412,7,New Customers
12557.0,67,7,15726.14,4,4,5,445,13,Champions
12559.0,219,2,561.71,3,2,2,322,7,Promising / Potential
12560.0,21,2,1436.31,5,2,4,524,11,Promising / Potential
12561.0,211,1,238.85,3,1,1,311,5,Others / Need Attention
12562.0,35,5,2790.41,5,4,5,545,14,Champions
12563.0,317,1,249.24,2,1,1,211,4,About to Sleep
12564.0,170,1,456.9,3,1,2,312,6,Others / Need Attention
12565.0,197,1,145.92,3,1,1,311,5,Others / Need Attention
12567.0,5,14,12158.56,5,5,5,555,15,Champions
12568.0,553,1,70.0,1,1,1,111,3,Hibernating / Lost
12569.0,1,15,2167.68,5,5,4,554,14,Champions
12570.0,591,1,77.52,1,1,1,111,3,Hibernating / Lost
12571.0,30,1,248.35,5,1,1,511,7,New Customers
12573.0,136,5,717.41,3,4,3,343,10,Loyal Customers
12574.0,224,1,218.45,3,1,1,311,5,Others / Need Attention
12575.0,366,2,622.82,1,2,3,123,6,Hibernating / Lost
12576.0,4,7,1763.44,5,4,4,544,13,Champions
12577.0,268,6,1191.84,2,4,4,244,10,At Risk
12578.0,239,3,3456.6,3,3,5,335,11,Loyal Customers
12580.0,155,2,1052.9,3,2,3,323,8,Promising / Potential
12582.0,147,4,1980.4,3,3,4,334,10,Loyal Customers
12583.0,15,21,11398.27,5,5,5,555,15,Champions
12584.0,36,4,782.59,5,3,3,533,11,Loyal Customers
12585.0,143,2,2040.1,3,2,4,324,9,Promising / Potential
12586.0,283,3,1865.73,2,3,4,234,9,At Risk
12588.0,308,3,743.88,2,3,3,233,8,At Risk
12589.0,53,7,4180.48,4,4,5,445,13,Champions
12590.0,120,2,9864.26,3,2,5,325,10,Promising / Potential
12591.0,226,3,1352.15,3,3,4,334,10,Loyal Customers
12592.0,1,5,2582.66,5,4,4,544,13,Champions
12593.0,17,3,418.1,5,3,2,532,10,Loyal Customers
12594.0,30,13,4281.79,5,5,5,555,15,Champions
12595.0,413,1,299.02,1,1,2,112,4,Hibernating / Lost
12596.0,151,1,269.95,3,1,1,311,5,Others / Need Attention
12597.0,92,2,1428.81,4,2,4,424,10,Promising / Potential
12598.0,70,7,3095.39,4,4,5,445,13,Champions
12599.0,35,12,2121.18,5,5,4,554,14,Champions
12600.0,21,19,4381.44,5,5,5,555,15,Champions
12601.0,98,6,681.26,4,4,3,443,11,Champions
12604.0,170,1,178.5,3,1,1,311,5,Others / Need Attention
12605.0,285,4,1232.95,2,3,4,234,9,At Risk
12606.0,591,1,21.0,1,1,1,111,3,Hibernating / Lost
12608.0,313,1,415.79,2,1,2,212,5,About to Sleep
12609.0,95,8,3109.74,4,5,5,455,14,Champions
12610.0,15,2,1256.25,5,2,4,524,11,Promising / Potential
12613.0,106,9,4953.21,4,5,5,455,14,Champions
12614.0,186,1,315.6,3,1,2,312,6,Others / Need Attention
12615.0,77,5,4084.53,4,4,5,445,13,Champions
12616.0,4,3,1131.1,5,3,3,533,11,Loyal Customers
12619.0,25,6,2227.6,5,4,4,544,13,Champions
12620.0,113,1,561.66,3,1,2,312,6,Others / Need Attention
12621.0,9,30,21281.18,5,5,5,555,15,Champions
12622.0,141,1,180.1,3,1,1,311,5,Others / Need Attention
12623.0,185,7,3747.84,3,4,5,345,12,Loyal Customers
12624.0,15,2,641.13,5,2,3,523,10,Promising / Potential
12625.0,120,4,5164.88,3,3,5,335,11,Loyal Customers
12626.0,21,6,4774.0,5,4,5,545,14,Champions
12627.0,5,5,2727.83,5,4,5,545,14,Champions
12629.0,294,2,1558.22,2,2,4,224,8,About to Sleep
12631.0,365,5,2841.07,1,4,5,145,10,Can't Lose Them
12632.0,429,2,804.88,1,2,3,123,6,Hibernating / Lost
12633.0,38,6,5462.93,4,4,5,445,13,Champions
12634.0,444,2,490.0,1,2,2,122,5,Hibernating / Lost
12635.0,63,3,1924.87,4,3,4,434,11,Loyal Customers
12636.0,647,1,141.0,1,1,1,111,3,Hibernating / Lost
12637.0,0,11,7981.91,5,5,5,555,15,Champions
12638.0,548,1,249.8,1,1,1,111,3,Hibernating / Lost
12639.0,147,3,1312.37,3,3,4,334,10,Loyal Customers
12641.0,24,1,185.9,5,1,1,511,7,New Customers
12642.0,16,1,366.45,5,1,2,512,8,New Customers
12643.0,37,12,8350.42,4,5,5,455,14,Champions
12644.0,38,4,1918.49,4,3,4,434,11,Loyal Customers
12645.0,18,7,3074.98,5,4,5,545,14,Champions
12647.0,35,33,17088.24,5,5,5,555,15,Champions
12648.0,63,4,1112.0,4,3,3,433,10,Loyal Customers
12649.0,16,8,2294.65,5,5,4,554,14,Champions
12651.0,243,4,377.75,3,3,2,332,8,Loyal Customers
12652.0,240,2,1017.03,3,2,3,323,8,Promising / Potential
12653.0,57,3,4160.83,4,3,5,435,12,Loyal Customers
12654.0,106,3,337.75,4,3,2,432,9,Loyal Customers
12655.0,332,1,261.35,2,1,1,211,4,About to Sleep
12656.0,25,6,5177.33,5,4,5,545,14,Champions
12661.0,345,1,162.0,2,1,1,211,4,About to Sleep
12662.0,16,16,5791.9,5,5,5,555,15,Champions
12663.0,533,2,239.4,1,2,1,121,4,Hibernating / Lost
12664.0,52,5,3145.64,4,4,5,445,13,Champions
12665.0,233,3,313.6,3,3,2,332,8,Loyal Customers
12666.0,303,1,1248.42,2,1,4,214,7,About to Sleep
12668.0,168,9,10562.0,3,5,5,355,13,Loyal Customers
12669.0,59,3,2744.03,4,3,5,435,12,Loyal Customers
12670.0,7,5,2398.71,5,4,4,544,13,Champions
12671.0,515,1,2622.48,1,1,4,114,6,Hibernating / Lost
12672.0,238,2,437.05,3,2,2,322,7,Promising / Potential
12673.0,235,2,840.4,3,2,3,323,8,Promising / Potential
12674.0,0,3,1402.0,5,3,4,534,12,Loyal Customers
12675.0,462,2,958.5,1,2,3,123,6,Hibernating / Lost
12676.0,32,9,2509.75,5,5,4,554,14,Champions
12677.0,464,2,395.1,1,2,2,122,5,Hibernating / Lost
12678.0,9,18,24934.98,5,5,5,555,15,Champions
12679.0,114,2,906.38,3,2,3,323,8,Promising / Potential
12680.0,22,1,311.78,5,1,2,512,8,New Customers
12681.0,60,38,26947.32,4,5,5,455,14,Champions
12682.0,9,41,19965.61,5,5,5,555,15,Champions
12683.0,1,18,10842.4,5,5,5,555,15,Champions
12684.0,79,4,1379.48,4,3,4,434,11,Loyal Customers
12685.0,1,2,1606.42,5,2,4,524,11,Promising / Potential
12686.0,280,1,178.28,2,1,1,211,4,About to Sleep
12687.0,389,2,2138.91,1,2,4,124,7,Hibernating / Lost
12688.0,22,1,4873.81,5,1,5,515,11,New Customers
12689.0,36,1,511.03,5,1,2,512,8,New Customers
12690.0,114,1,389.01,3,1,2,312,6,Others / Need Attention
12691.0,54,5,690.9,4,4,3,443,11,Champions
12692.0,546,1,110.95,1,1,1,111,3,Hibernating / Lost
12693.0,36,7,1703.02,5,4,4,544,13,Champions
12694.0,92,2,1413.18,4,2,4,424,10,Promising / Potential
12695.0,16,5,1158.92,5,4,4,544,13,Champions
12696.0,343,2,851.91,2,2,3,223,7,About to Sleep
12697.0,40,2,733.91,4,2,3,423,9,Promising / Potential
12698.0,499,1,339.75,1,1,2,112,4,Hibernating / Lost
12699.0,326,1,638.11,2,1,3,213,6,About to Sleep
12700.0,65,2,2149.05,4,2,4,424,10,Promising / Potential
12701.0,151,5,1985.78,3,4,4,344,11,Loyal Customers
12703.0,542,3,722.98,1,3,3,133,7,Others / Need Attention
12704.0,14,3,1100.92,5,3,3,533,11,Loyal Customers
12705.0,67,9,9056.33,4,5,5,455,14,Champions
12707.0,200,1,603.42,3,1,3,313,7,Others / Need Attention
12708.0,10,15,4632.96,5,5,5,555,15,Champions
12709.0,5,30,28587.61,5,5,5,555,15,Champions
12710.0,5,3,1149.02,5,3,4,534,12,Loyal Customers
12711.0,520,2,1339.05,1,2,4,124,7,Hibernating / Lost
12712.0,15,19,6710.61,5,5,5,555,15,Champions
12714.0,15,11,12774.55,5,5,5,555,15,Champions
12715.0,15,1,353.86,5,1,2,512,8,New Customers
12716.0,42,1,677.9,4,1,3,413,8,New Customers
12717.0,60,3,1308.91,4,3,4,434,11,Loyal Customers
12720.0,3,22,6168.78,5,5,5,555,15,Champions
12721.0,92,6,3055.86,4,4,5,445,13,Champions
12722.0,23,3,929.65,5,3,3,533,11,Loyal Customers
12724.0,82,5,1566.47,4,4,4,444,12,Champions
12725.0,280,4,2694.56,2,3,4,234,9,At Risk
12726.0,93,9,2872.82,4,5,5,455,14,Champions
12727.0,4,9,5036.53,5,5,5,555,15,Champions
12728.0,166,4,851.15,3,3,3,333,9,Loyal Customers
12729.0,22,1,453.01,5,1,2,512,8,New Customers
12730.0,430,1,829.25,1,1,3,113,5,Hibernating / Lost
12731.0,53,13,18204.05,4,5,5,455,14,Champions
12732.0,88,1,236.26,4,1,1,411,6,New Customers
12733.0,143,4,2424.87,3,3,4,334,10,Loyal Customers
12734.0,261,3,639.65,2,3,3,233,8,At Risk
12735.0,224,2,779.57,3,2,3,323,8,Promising / Potential
12736.0,241,1,234.0,3,1,1,311,5,Others / Need Attention
12737.0,407,2,3710.5,1,2,5,125,8,Hibernating / Lost
12738.0,281,1,310.7,2,1,2,212,5,About to Sleep
12739.0,8,3,2689.23,5,3,4,534,12,Loyal Customers
12741.0,438,2,406.07,1,2,2,122,5,Hibernating / Lost
12742.0,534,1,1201.52,1,1,4,114,6,Hibernating / Lost
12743.0,43,2,546.43,4,2,2,422,8,Promising / Potential
12744.0,53,9,18249.74,4,5,5,455,14,Champions
12745.0,395,3,925.41,1,3,3,133,7,Others / Need Attention
12746.0,449,1,254.55,1,1,1,111,3,Hibernating / Lost
12747.0,18,23,7849.93,5,5,5,555,15,Champions
12748.0,0,259,36987.41,5,5,5,555,15,Champions
12749.0,39,7,5561.71,4,4,5,445,13,Champions
12750.0,37,1,275.88,4,1,2,412,7,New Customers
12751.0,353,1,268.27,1,1,1,111,3,Hibernating / Lost
12753.0,44,5,16620.91,4,4,5,445,13,Champions
12754.0,144,3,3010.74,3,3,5,335,11,Loyal Customers
12755.0,189,11,9030.66,3,5,5,355,13,Loyal Customers
12757.0,51,7,5281.08,4,4,5,445,13,Champions
12758.0,25,7,9903.24,5,4,5,545,14,Champions
12759.0,80,7,4571.82,4,4,5,445,13,Champions
12760.0,364,1,347.8,1,1,2,112,4,Hibernating / Lost
12761.0,366,2,782.95,1,2,3,123,6,Hibernating / Lost
12763.0,47,2,814.16,4,2,3,423,9,Promising / Potential
12764.0,225,1,1693.88,3,1,4,314,8,Others / Need Attention
12765.0,381,6,1404.58,1,4,4,144,9,Can't Lose Them
12766.0,58,7,8030.84,4,4,5,445,13,Champions
12767.0,284,1,949.82,2,1,3,213,6,About to Sleep
12768.0,359,1,168.69,1,1,1,111,3,Hibernating / Lost
12769.0,147,1,1143.6,3,1,3,313,7,Others / Need Attention
12770.0,119,2,3246.45,3,2,5,325,10,Promising / Potential
12771.0,394,1,282.3,1,1,2,112,4,Hibernating / Lost
12773.0,473,1,124.25,1,1,1,111,3,Hibernating / Lost
12774.0,444,1,98.7,1,1,1,111,3,Hibernating / Lost
12775.0,98,6,1464.76,4,4,4,444,12,Champions
12776.0,576,1,55.5,1,1,1,111,3,Hibernating / Lost
12777.0,366,1,519.45,1,1,2,112,4,Hibernating / Lost
12778.0,92,7,1445.51,4,4,4,444,12,Champions
12779.0,98,13,5740.32,4,5,5,455,14,Champions
12780.0,507,1,337.4,1,1,2,112,4,Hibernating / Lost
12781.0,193,1,549.26,3,1,2,312,6,Others / Need Attention
12782.0,58,10,4365.99,4,5,5,455,14,Champions
12784.0,438,1,1230.33,1,1,4,114,6,Hibernating / Lost
12785.0,273,3,1100.4,2,3,3,233,8,At Risk
12786.0,518,1,728.5,1,1,3,113,5,Hibernating / Lost
12787.0,0,3,743.18,5,3,3,533,11,Loyal Customers
12788.0,372,4,444.9,1,3,2,132,6,Others / Need Attention
12789.0,421,2,181.5,1,2,1,121,4,Hibernating / Lost
12790.0,101,2,591.85,4,2,3,423,9,Promising / Potential
12791.0,282,6,1056.11,2,4,3,243,9,At Risk
12792.0,165,2,827.01,3,2,3,323,8,Promising / Potential
12793.0,243,3,1017.33,3,3,3,333,9,Loyal Customers
12794.0,7,1,317.0,5,1,2,512,8,New Customers
12796.0,537,1,381.0,1,1,2,112,4,Hibernating / Lost
12797.0,274,2,806.11,2,2,3,223,7,About to Sleep
12798.0,79,2,3140.93,4,2,5,425,11,Promising / Potential
12799.0,438,1,219.35,1,1,1,111,3,Hibernating / Lost
12800.0,379,3,584.25,1,3,3,133,7,Others / Need Attention
12801.0,409,1,1071.82,1,1,3,113,5,Hibernating / Lost
12802.0,95,7,2416.42,4,4,4,444,12,Champions
12803.0,302,1,1092.81,2,1,3,213,6,About to Sleep
12804.0,374,2,327.02,1,2,2,122,5,Hibernating / Lost
12805.0,290,4,1434.95,2,3,4,234,9,At Risk
12806.0,344,4,2878.96,2,3,5,235,10,At Risk
12807.0,292,1,330.35,2,1,2,212,5,About to Sleep
12808.0,93,4,703.8,4,3,3,433,10,Loyal Customers
12809.0,86,3,1755.94,4,3,4,434,11,Loyal Customers
12810.0,443,2,534.99,1,2,2,122,5,Hibernating / Lost
12811.0,169,5,1033.9,3,4,3,343,10,Loyal Customers
12813.0,410,3,1687.8,1,3,4,134,8,Others / Need Attention
12814.0,10,1,125.92,5,1,1,511,7,New Customers
12815.0,56,2,1063.46,4,2,3,423,9,Promising / Potential
12816.0,4,2,572.2,5,2,3,523,10,Promising / Potential
12817.0,190,3,690.98,3,3,3,333,9,Loyal Customers
12818.0,170,1,1542.08,3,1,4,314,8,Others / Need Attention
12819.0,367,1,540.52,1,1,2,112,4,Hibernating / Lost
12820.0,235,8,1917.64,3,5,4,354,12,Loyal Customers
12821.0,123,2,220.8,3,2,1,321,6,Promising / Potential
12823.0,36,17,5966.0,5,5,5,555,15,Champions
12825.0,430,2,518.63,1,2,2,122,5,Hibernating / Lost
12826.0,87,9,2299.65,4,5,4,454,13,Champions
12828.0,8,3,415.51,5,3,2,532,10,Loyal Customers
12829.0,245,3,385.3,3,3,2,332,8,Loyal Customers
12830.0,0,5,6414.32,5,4,5,545,14,Champions
12831.0,171,3,451.11,3,3,2,332,8,Loyal Customers
12832.0,7,1,267.8,5,1,1,511,7,New Customers
12833.0,54,1,417.38,4,1,2,412,7,New Customers
12834.0,191,1,312.38,3,1,2,312,6,Others / Need Attention
12835.0,336,41,6043.31,2,5,5,255,12,At Risk
12836.0,46,14,6085.29,4,5,5,455,14,Champions
12837.0,82,2,688.41,4,2,3,423,9,Promising / Potential
12838.0,282,9,3106.14,2,5,5,255,12,At Risk
12839.0,1,21,7577.7,5,5,5,555,15,Champions
12840.0,52,7,4041.97,4,4,5,445,13,Champions
12841.0,15,32,6369.77,5,5,5,555,15,Champions
12842.0,217,3,1109.73,3,3,3,333,9,Loyal Customers
12843.0,68,29,6578.46,4,5,5,455,14,Champions
12844.0,39,3,497.52,4,3,2,432,9,Loyal Customers
12845.0,176,4,354.09,3,3,2,332,8,Loyal Customers
12846.0,591,1,15.58,1,1,1,111,3,Hibernating / Lost
12847.0,296,1,765.36,2,1,3,213,6,About to Sleep
12848.0,584,1,208.0,1,1,1,111,3,Hibernating / Lost
12849.0,177,5,2744.17,3,4,5,345,12,Loyal Customers
12850.0,354,1,330.0,1,1,2,112,4,Hibernating / Lost
12851.0,5,2,284.13,5,2,2,522,9,Promising / Potential
12852.0,203,1,311.55,3,1,2,312,6,Others / Need Attention
12853.0,43,11,3907.5,4,5,5,455,14,Champions
12854.0,150,6,2479.89,3,4,4,344,11,Loyal Customers
12855.0,281,4,650.94,2,3,3,233,8,At Risk
12857.0,119,6,3688.0,3,4,5,345,12,Loyal Customers
12858.0,292,1,177.92,2,1,1,211,4,About to Sleep
12859.0,367,1,575.1,1,1,3,113,5,Hibernating / Lost
12860.0,602,1,55.47,1,1,1,111,3,Hibernating / Lost
12861.0,528,1,68.25,1,1,1,111,3,Hibernating / Lost
12862.0,334,2,1008.32,2,2,3,223,7,About to Sleep
12863.0,288,5,2271.35,2,4,4,244,10,At Risk
12864.0,47,2,299.57,4,2,2,422,8,Promising / Potential
