CustomerID,Recency,Frequency,Monetary,R_Score,F_Score,M_Score,RFM_Segment,RFM_Score_Sum,Customer_Persona,HoldoutOrders,HoldoutMonetary,IsChurned,Prob_Active,Predicted_90Day_CLV,Recommended_Campaign,Campaign_Strategy_Note
12365.0,200,2,641.38,3,2,3,323,8,Promising / Potential,0,0.0,1,0.3999355138806562,146.7586090861477,Cross-Sell Drive,Recommend bundle products based on purchase history.
12366.0,542,1,500.24,1,1,2,112,4,Hibernating / Lost,0,0.0,1,0.09844395299727837,39.47183594064341,Suppress / Low-Cost Ads,Exclude from paid campaigns to save marketing budget.
12368.0,537,1,917.7,1,1,3,113,5,Hibernating / Lost,0,0.0,1,0.12072174500588106,52.622199689124955,Suppress / Low-Cost Ads,Exclude from paid campaigns to save marketing budget.
12369.0,322,3,1791.15,2,3,4,234,9,At Risk,0,0.0,1,0.3963049446854231,261.3078470580908,Standard Retention Push,Automated email re-engagement.
12370.0,183,6,3581.03,3,4,5,345,12,Loyal Customers,1,739.28,0,0.6219230380996514,436.6615749159542,Cross-Sell Drive,Recommend bundle products based on purchase history.
12371.0,318,3,2179.42,2,3,4,234,9,At Risk,2,1887.96,0,0.4009619637979559,287.1991226878415,Standard Retention Push,Automated email re-engagement.
12372.0,121,2,914.92,3,2,3,323,8,Promising / Potential,1,383.12,0,0.49471936459411214,190.6644691222824,Cross-Sell Drive,Recommend bundle products based on purchase history.
12373.0,220,3,1127.65,3,3,3,333,9,Loyal Customers,0,0.0,1,0.4000164239114202,169.6450525358194,Cross-Sell Drive,Recommend bundle products based on purchase history.
12374.0,330,3,2246.29,2,3,4,234,9,At Risk,1,742.93,0,0.3870109571742758,277.2063622150497,Standard Retention Push,Automated email re-engagement.
12375.0,7,1,230.3,5,1,1,511,7,New Customers,1,227.2,0,0.5043167263696331,151.0039752008792,Onboarding Sequence,10% discount on 2nd purchase within 30 days.
12376.0,298,2,503.15,2,2,2,222,6,About to Sleep,0,0.0,1,0.31466742226164524,103.43894962252412,Suppress / Low-Cost Ads,Exclude from paid campaigns to save marketing budget.
12377.0,224,4,3426.32,3,3,5,335,11,Loyal Customers,0,0.0,1,0.5041086064493698,379.0968367716535,Cross-Sell Drive,Recommend bundle products based on purchase history.
12378.0,38,2,5416.32,4,2,5,425,11,Promising / Potential,0,0.0,1,0.6823634223968515,1102.1429368681481,Cross-Sell Drive,Recommend bundle products based on purchase history.
12379.0,79,3,1227.82,4,3,4,434,11,Loyal Customers,1,392.4,0,0.6126830683600946,251.26142214963136,Cross-Sell Drive,Recommend bundle products based on purchase history.
12380.0,94,8,7559.04,4,5,5,455,14,Champions,3,2117.26,0,0.7864891769537788,1013.8988777782569,VIP Loyalty Program,"Early access to new launches, zero discount needed."
12381.0,28,1,1268.74,5,1,4,514,10,New Customers,4,576.57,0,0.6292680792621127,487.6622133269629,Onboarding Sequence,10% discount on 2nd purchase within 30 days.
12383.0,93,5,1850.56,4,4,4,444,12,Champions,0,0.0,1,0.6880322512753061,347.68675505581643,VIP Loyalty Program,"Early access to new launches, zero discount needed."
12384.0,30,1,292.69,5,1,2,512,8,New Customers,1,292.58,0,0.5274732932045292,166.81931768904423,Onboarding Sequence,10% discount on 2nd purchase within 30 days.
12385.0,288,1,1938.4,2,1,4,214,7,About to Sleep,0,0.0,1,0.36124605713683433,278.61199013741293,Suppress / Low-Cost Ads,Exclude from paid campaigns to save marketing budget.
12386.0,246,2,660.8,2,2,3,223,7,About to Sleep,0,0.0,1,0.4205553516150776,153.66382557810056,Suppress / Low-Cost Ads,Exclude from paid campaigns to save marketing budget.
12387.0,324,1,143.94,2,1,1,211,4,About to Sleep,0,0.0,1,0.2043696940141787,49.71547936754706,Suppress / Low-Cost Ads,Exclude from paid campaigns to save marketing budget.
12388.0,57,6,2788.79,4,4,5,445,13,Champions,2,1112.32,0,0.7690520478172469,551.8612760191087,VIP Loyalty Program,"Early access to new launches, zero discount needed."
12389.0,311,3,1433.33,2,3,4,234,9,At Risk,0,0.0,1,0.409197975408629,240.88231326446498,Standard Retention Push,Automated email re-engagement.
12391.0,373,5,2312.53,1,4,4,144,9,Can't Lose Them,1,460.89,0,0.24723419484842635,155.05096367874884,Executive Outreach,Feedback survey + customized high-value offer.
12392.0,500,1,234.75,1,1,1,111,3,Hibernating / Lost,0,0.0,1,0.09842607600755704,29.269207846086918,Suppress / Low-Cost Ads,Exclude from paid campaigns to save marketing budget.
12393.0,154,5,1877.95,3,4,4,344,11,Loyal Customers,1,521.5,0,0.5992316799775581,354.16116577904694,Cross-Sell Drive,Recommend bundle products based on purchase history.
12394.0,126,1,381.08,3,1,2,312,6,Others / Need Attention,1,891.4,0,0.36280276660647515,177.88582969964847,Suppress / Low-Cost Ads,Exclude from paid campaigns to save marketing budget.
12395.0,21,11,3948.21,5,5,5,555,15,Champions,4,1119.06,0,0.8492790459206275,631.9765603781802,VIP Loyalty Program,"Early access to new launches, zero discount needed."
12396.0,583,1,931.43,1,1,3,113,5,Hibernating / Lost,0,0.0,1,0.09889301524582528,38.89392749888682,Suppress / Low-Cost Ads,Exclude from paid campaigns to save marketing budget.
12397.0,44,1,1214.81,4,1,4,414,9,New Customers,1,1195.09,0,0.617373868383581,435.76732828853187,Onboarding Sequence,10% discount on 2nd purchase within 30 days.
12399.0,28,7,1962.3,5,4,4,544,13,Champions,0,0.0,1,0.7584944698520414,397.6079408702942,VIP Loyalty Program,"Early access to new launches, zero discount needed."
12400.0,323,1,205.25,2,1,1,211,4,About to Sleep,0,0.0,1,0.20516127211862956,51.869508156812,Suppress / Low-Cost Ads,Exclude from paid campaigns to save marketing budget.
12401.0,212,1,84.3,3,1,1,311,5,Others / Need Attention,0,0.0,1,0.23386046668245808,47.18832976865437,Suppress / Low-Cost Ads,Exclude from paid campaigns to save marketing budget.
12402.0,232,6,1256.9,3,4,4,344,11,Loyal Customers,0,0.0,1,0.5136728069710275,154.8730455109246,Cross-Sell Drive,Recommend bundle products based on purchase history.
12403.0,430,1,591.66,1,1,3,113,5,Hibernating / Lost,1,427.7,0,0.18776521652929312,99.89118781899991,Suppress / Low-Cost Ads,Exclude from paid campaigns to save marketing budget.
12404.0,591,1,63.24,1,1,1,111,3,Hibernating / Lost,0,0.0,1,0.06550457653091502,13.21665577140644,Suppress / Low-Cost Ads,Exclude from paid campaigns to save marketing budget.
12405.0,57,1,1710.39,4,1,4,414,9,New Customers,0,0.0,1,0.6023000386185349,588.3712764475275,Onboarding Sequence,10% discount on 2nd purchase within 30 days.
12406.0,92,4,4596.31,4,3,5,435,12,Loyal Customers,1,1794.05,0,0.6528863559184546,677.167300686388,Cross-Sell Drive,Recommend bundle products based on purchase history.
12407.0,43,4,1407.36,4,3,4,434,11,Loyal Customers,1,300.76,0,0.6606071063951258,319.974166574294,Cross-Sell Drive,Recommend bundle products based on purchase history.
12408.0,7,7,3586.27,5,4,5,545,14,Champions,1,754.5,0,0.8101854052148414,510.2459626090384,VIP Loyalty Program,"Early access to new launches, zero discount needed."
12409.0,91,5,18553.7,4,4,5,445,13,Champions,2,4865.59,0,0.7317059916871892,2790.6450666763317,VIP Loyalty Program,"Early access to new launches, zero discount needed."
12410.0,217,3,1013.71,3,3,3,333,9,Loyal Customers,0,0.0,1,0.40353062338122936,161.51505809500242,Cross-Sell Drive,Recommend bundle products based on purchase history.
12411.0,318,1,346.9,2,1,2,212,5,About to Sleep,0,0.0,1,0.2450320335617462,104.28929030780347,Suppress / Low-Cost Ads,Exclude from paid campaigns to save marketing budget.
12412.0,46,5,2260.79,4,4,4,444,12,Champions,1,336.14,0,0.7349187483327937,481.9111221236903,VIP Loyalty Program,"Early access to new launches, zero discount needed."
12413.0,145,3,805.25,3,3,3,333,9,Loyal Customers,1,194.2,0,0.48995468281874566,157.1352190960546,Cross-Sell Drive,Recommend bundle products based on purchase history.
12414.0,126,6,952.41,3,4,3,343,10,Loyal Customers,0,0.0,1,0.5905209788914875,187.7962320813188,Cross-Sell Drive,Recommend bundle products based on purchase history.
12415.0,8,22,121631.72,5,5,5,555,15,Champions,6,22826.65,0,0.8938719281637422,24455.236258460784,VIP Loyalty Program,"Early access to new launches, zero discount needed."
12416.0,565,1,202.56,1,1,1,111,3,Hibernating / Lost,0,0.0,1,0.07369201855454088,18.631044339091968,Suppress / Low-Cost Ads,Exclude from paid campaigns to save marketing budget.
12417.0,15,18,5984.33,5,5,5,555,15,Champions,2,832.58,0,0.8789876870352347,861.1222623482377,VIP Loyalty Program,"Early access to new launches, zero discount needed."
12418.0,21,4,2021.2,5,3,4,534,12,Loyal Customers,0,0.0,1,0.6782640418043674,497.6629348701545,Cross-Sell Drive,Recommend bundle products based on purchase history.
12419.0,294,2,503.01,2,2,2,222,6,About to Sleep,0,0.0,1,0.318882476702227,104.82454207058187,Suppress / Low-Cost Ads,Exclude from paid campaigns to save marketing budget.
12421.0,23,5,920.12,5,4,3,543,12,Champions,1,178.48,0,0.7109318291108964,240.1408431103253,VIP Loyalty Program,"Early access to new launches, zero discount needed."
12422.0,4,17,5231.8,5,5,5,555,15,Champions,0,0.0,1,0.8812576450130254,844.0339103431443,VIP Loyalty Program,"Early access to new launches, zero discount needed."
12423.0,9,9,2413.75,5,5,4,554,14,Champions,1,208.64,0,0.820328270859386,416.1393631926714,VIP Loyalty Program,"Early access to new launches, zero discount needed."
12424.0,71,4,3340.03,4,3,5,435,12,Loyal Customers,0,0.0,1,0.6757167932861354,503.3281279822485,Cross-Sell Drive,Recommend bundle products based on purchase history.
12425.0,357,1,964.21,1,1,3,113,5,Hibernating / Lost,1,777.2,0,0.24801770090684916,148.74430633042672,Suppress / Low-Cost Ads,Exclude from paid campaigns to save marketing budget.
12426.0,103,2,1345.21,4,2,4,424,10,Promising / Potential,0,0.0,1,0.560688927481052,294.1940494575042,Cross-Sell Drive,Recommend bundle products based on purchase history.
12427.0,280,1,607.0,2,1,3,213,6,About to Sleep,2,522.3,0,0.32397355162109787,165.66465676658217,Suppress / Low-Cost Ads,Exclude from paid campaigns to save marketing budget.
12428.0,29,8,7548.12,5,5,5,555,15,Champions,1,408.34,0,0.8310572269439396,937.6039543899376,VIP Loyalty Program,"Early access to new launches, zero discount needed."
12429.0,81,7,6580.39,4,4,5,445,13,Champions,1,905.52,0,0.7535750848348562,728.87405466589,VIP Loyalty Program,"Early access to new launches, zero discount needed."
12431.0,28,23,9245.09,5,5,5,555,15,Champions,4,1612.88,0,0.8889301971096035,1308.6681583273194,VIP Loyalty Program,"Early access to new launches, zero discount needed."
12432.0,79,3,4016.66,4,3,5,435,12,Loyal Customers,2,1042.66,0,0.6599299924193391,667.4730040580017,Cross-Sell Drive,Recommend bundle products based on purchase history.
12433.0,0,6,13600.62,5,4,5,545,14,Champions,4,6980.64,0,0.8102900740473933,2702.139049486302,VIP Loyalty Program,"Early access to new launches, zero discount needed."
12434.0,169,2,583.54,3,2,3,323,8,Promising / Potential,1,519.89,0,0.4366449046028178,160.2293285791708,Cross-Sell Drive,Recommend bundle products based on purchase history.
12435.0,176,5,10075.03,3,4,5,345,12,Loyal Customers,1,3850.9,0,0.6221875461767059,1574.3347082734583,Cross-Sell Drive,Recommend bundle products based on purchase history.
12436.0,8,1,509.01,5,1,2,512,8,New Customers,0,0.0,1,0.5540610933566452,307.1163456044956,Onboarding Sequence,10% discount on 2nd purchase within 30 days.
12437.0,7,32,10543.4,5,5,5,555,15,Champions,7,2140.0,0,0.9220968082845553,1738.2028263306038,VIP Loyalty Program,"Early access to new launches, zero discount needed."
12438.0,49,1,890.07,4,1,3,413,8,New Customers,1,2016.78,0,0.562024638974027,387.3336638949616,Onboarding Sequence,10% discount on 2nd purchase within 30 days.
12439.0,591,2,1158.18,1,2,4,124,7,Hibernating / Lost,0,0.0,1,0.14254683120159772,46.361007980023146,Suppress / Low-Cost Ads,Exclude from paid campaigns to save marketing budget.
12440.0,371,2,859.2,1,2,3,123,6,Hibernating / Lost,0,0.0,1,0.28336624394271603,106.56849919966102,Suppress / Low-Cost Ads,Exclude from paid campaigns to save marketing budget.
12441.0,275,1,347.1,2,1,2,212,5,About to Sleep,0,0.0,1,0.2857894089550853,120.25319374998284,Suppress / Low-Cost Ads,Exclude from paid campaigns to save marketing budget.
12443.0,641,1,485.31,1,1,2,112,4,Hibernating / Lost,0,0.0,1,0.06317094082621222,23.471943998496357,Suppress / Low-Cost Ads,Exclude from paid campaigns to save marketing budget.
12444.0,30,2,2627.27,5,2,4,524,11,Promising / Potential,3,2378.19,0,0.6392231265624102,628.9810837625051,Cross-Sell Drive,Recommend bundle products based on purchase history.
12445.0,329,1,301.58,2,1,2,212,5,About to Sleep,1,133.4,0,0.23526104483291843,71.5627931876963,Suppress / Low-Cost Ads,Exclude from paid campaigns to save marketing budget.
12447.0,152,1,476.49,3,1,2,312,6,Others / Need Attention,0,0.0,1,0.33407223510833306,137.18281913852414,Suppress / Low-Cost Ads,Exclude from paid campaigns to save marketing budget.
12449.0,0,5,3493.18,5,4,5,545,14,Champions,1,1342.71,0,0.8055004675599237,595.3578651677017,VIP Loyalty Program,"Early access to new launches, zero discount needed."
12450.0,65,5,688.2,4,4,3,443,11,Champions,0,0.0,1,0.6731974962684988,195.26290820463004,VIP Loyalty Program,"Early access to new launches, zero discount needed."
12451.0,127,5,8942.18,3,4,5,345,12,Loyal Customers,3,3727.7,0,0.6764629212807962,884.8585424229833,Cross-Sell Drive,Recommend bundle products based on purchase history.
12453.0,43,1,707.09,4,1,3,413,8,New Customers,0,0.0,1,0.569207786248493,335.05397356219436,Onboarding Sequence,10% discount on 2nd purchase within 30 days.
12454.0,304,4,13151.44,2,3,5,235,10,At Risk,1,3528.34,0,0.4755667581664921,1499.3599478640429,High-Value Win-Back,20% off limited promo code + direct outreach.
12455.0,36,9,5589.45,5,5,5,555,15,Champions,1,290.5,0,0.8308187630633651,770.1028809035186,VIP Loyalty Program,"Early access to new launches, zero discount needed."
12456.0,40,2,2265.4,4,2,4,424,10,Promising / Potential,1,915.64,0,0.6342712071108856,553.2312741241046,Cross-Sell Drive,Recommend bundle products based on purchase history.
12457.0,142,4,1699.93,3,3,4,334,10,Loyal Customers,4,1295.98,0,0.5525983535126033,327.8099277410668,Cross-Sell Drive,Recommend bundle products based on purchase history.
12458.0,193,3,1272.01,3,3,4,334,10,Loyal Customers,1,505.48,0,0.4827008618480889,235.10968238230342,Cross-Sell Drive,Recommend bundle products based on purchase history.
12459.0,514,1,454.36,1,1,2,112,4,Hibernating / Lost,0,0.0,1,0.1112239886069033,47.691163100494585,Suppress / Low-Cost Ads,Exclude from paid campaigns to save marketing budget.
12460.0,365,1,326.65,1,1,2,112,4,Hibernating / Lost,0,0.0,1,0.20541080353846886,91.28122289072724,Suppress / Low-Cost Ads,Exclude from paid campaigns to save marketing budget.
12461.0,3,2,826.88,5,2,3,523,10,Promising / Potential,0,0.0,1,0.6222130880927557,299.3676009414347,Cross-Sell Drive,Recommend bundle products based on purchase history.
12462.0,212,1,762.11,3,1,3,313,7,Others / Need Attention,1,427.48,0,0.31490949039453553,161.02972720367168,Suppress / Low-Cost Ads,Exclude from paid campaigns to save marketing budget.
12463.0,84,3,985.79,4,3,3,433,10,Loyal Customers,1,358.99,0,0.5571394535405139,228.41429764193168,Cross-Sell Drive,Recommend bundle products based on purchase history.
12464.0,15,6,780.55,5,4,3,543,12,Champions,2,431.5,0,0.7253229128637536,241.2885847615955,VIP Loyalty Program,"Early access to new launches, zero discount needed."
12465.0,78,1,440.94,4,1,2,412,7,New Customers,1,301.25,0,0.475896487604212,207.1336280809377,Onboarding Sequence,10% discount on 2nd purchase within 30 days.
12466.0,591,1,56.73,1,1,1,111,3,Hibernating / Lost,0,0.0,1,0.06550462682698477,9.393844295564328,Suppress / Low-Cost Ads,Exclude from paid campaigns to save marketing budget.
12467.0,332,1,132.8,2,1,1,211,4,About to Sleep,0,0.0,1,0.19810919989877762,45.05718377432116,Suppress / Low-Cost Ads,Exclude from paid campaigns to save marketing budget.
12468.0,96,5,3670.74,4,4,5,445,13,Champions,0,0.0,1,0.7272727088014874,520.8512380456057,VIP Loyalty Program,"Early access to new launches, zero discount needed."
12469.0,431,2,3070.54,1,2,5,125,8,Hibernating / Lost,0,0.0,1,0.3077243663091126,260.9741141190133,Suppress / Low-Cost Ads,Exclude from paid campaigns to save marketing budget.
12470.0,598,1,211.95,1,1,1,111,3,Hibernating / Lost,0,0.0,1,0.06344778708202092,16.586034721780287,Suppress / Low-Cost Ads,Exclude from paid campaigns to save marketing budget.
12471.0,16,68,31256.14,5,5,5,555,15,Champions,11,8707.65,0,0.9729253194998925,5531.311963238752,VIP Loyalty Program,"Early access to new launches, zero discount needed."
12472.0,47,17,16236.08,4,5,5,455,14,Champions,2,1644.51,0,0.8606711599523724,1735.8830504580342,VIP Loyalty Program,"Early access to new launches, zero discount needed."
12473.0,23,2,1186.25,5,2,4,524,11,Promising / Potential,3,2752.3,0,0.6470867820913426,362.2768378654432,Cross-Sell Drive,Recommend bundle products based on purchase history.
12474.0,7,26,9410.72,5,5,5,555,15,Champions,5,3013.73,0,0.9070806670314686,1381.056014581433,VIP Loyalty Program,"Early access to new launches, zero discount needed."
12475.0,318,1,426.26,2,1,2,212,5,About to Sleep,1,723.38,0,0.24503018064450433,104.28850167857266,Suppress / Low-Cost Ads,Exclude from paid campaigns to save marketing budget.
12476.0,50,18,10490.66,4,5,5,455,14,Champions,5,3624.75,0,0.8628459885357499,1560.4921544422712,VIP Loyalty Program,"Early access to new launches, zero discount needed."
12477.0,9,6,15890.66,5,4,5,545,14,Champions,3,4385.71,0,0.8034166212671536,2908.915357999979,VIP Loyalty Program,"Early access to new launches, zero discount needed."
12480.0,52,6,4328.17,4,4,5,445,13,Champions,1,1136.68,0,0.7733135152733921,795.4355262365242,VIP Loyalty Program,"Early access to new launches, zero discount needed."
12481.0,88,13,10866.83,4,5,5,455,14,Champions,2,1494.56,0,0.8165844997826662,1418.1018734991467,VIP Loyalty Program,"Early access to new launches, zero discount needed."
12482.0,485,29,23691.4,1,5,5,155,11,Can't Lose Them,0,0.0,1,0.3850902278095454,395.93104720384287,Executive Outreach,Feedback survey + customized high-value offer.
12483.0,7,17,4259.66,5,5,5,555,15,Champions,2,860.92,0,0.8797336042025604,690.9123436135142,VIP Loyalty Program,"Early access to new launches, zero discount needed."
12484.0,9,10,5491.58,5,5,5,555,15,Champions,2,878.57,0,0.8525888992834258,841.2119971171584,VIP Loyalty Program,"Early access to new launches, zero discount needed."
12485.0,438,1,708.1,1,1,3,113,5,Hibernating / Lost,0,0.0,1,0.1818946870728958,93.70476189078074,Suppress / Low-Cost Ads,Exclude from paid campaigns to save marketing budget.
12486.0,340,1,1037.28,2,1,3,213,6,About to Sleep,0,0.0,1,0.2635185913131646,156.24102362061998,Suppress / Low-Cost Ads,Exclude from paid campaigns to save marketing budget.
12487.0,639,1,285.3,1,1,2,112,4,Hibernating / Lost,0,0.0,1,0.06375119431537168,19.223623973889417,Suppress / Low-Cost Ads,Exclude from paid campaigns to save marketing budget.
12489.0,245,1,334.93,3,1,2,312,6,Others / Need Attention,0,0.0,1,0.2418403773237382,96.29623157030223,Suppress / Low-Cost Ads,Exclude from paid campaigns to save marketing budget.
12490.0,2,17,7958.3,5,5,5,555,15,Champions,4,1865.34,0,0.8822371141579408,1077.1200454977509,VIP Loyalty Program,"Early access to new launches, zero discount needed."
12492.0,14,2,578.39,5,2,3,523,10,Promising / Potential,1,136.82,0,0.6095510580034537,286.3183550730721,Cross-Sell Drive,Recommend bundle products based on purchase history.
12493.0,74,2,433.74,4,2,2,422,8,Promising / Potential,0,0.0,1,0.49395349839152014,149.59935949641846,Cross-Sell Drive,Recommend bundle products based on purchase history.
12494.0,70,7,1495.63,4,4,4,444,12,Champions,2,377.24,0,0.7245693257382401,272.0974402906762,VIP Loyalty Program,"Early access to new launches, zero discount needed."
12495.0,549,1,357.4,1,1,2,112,4,Hibernating / Lost,0,0.0,1,0.09546172218520932,36.3010182240595,Suppress / Low-Cost Ads,Exclude from paid campaigns to save marketing budget.
12496.0,529,2,54.09,1,2,1,121,4,Hibernating / Lost,0,0.0,1,0.10846930686077305,11.76440689343061,Suppress / Low-Cost Ads,Exclude from paid campaigns to save marketing budget.
12497.0,309,2,5205.4,2,2,5,225,9,About to Sleep,1,1043.1,0,0.44562827101662705,512.1562851126571,Suppress / Low-Cost Ads,Exclude from paid campaigns to save marketing budget.
12499.0,469,1,393.72,1,1,2,112,4,Hibernating / Lost,0,0.0,1,0.13479750060416462,56.03980671962868,Suppress / Low-Cost Ads,Exclude from paid campaigns to save marketing budget.
12500.0,15,14,3471.23,5,5,5,555,15,Champions,5,2483.98,0,0.8646715235302682,513.1236137099269,VIP Loyalty Program,"Early access to new launches, zero discount needed."
12501.0,245,1,2169.39,3,1,4,314,8,Others / Need Attention,0,0.0,1,0.3244516848898613,279.1719069168732,Suppress / Low-Cost Ads,Exclude from paid campaigns to save marketing budget.
12502.0,4,5,3723.87,5,4,5,545,14,Champions,0,0.0,1,0.8024264391832008,598.5360728462533,VIP Loyalty Program,"Early access to new launches, zero discount needed."
12503.0,493,1,1126.0,1,1,3,113,5,Hibernating / Lost,0,0.0,1,0.14536747106184778,87.686567521128,Suppress / Low-Cost Ads,Exclude from paid campaigns to save marketing budget.
12504.0,326,2,297.0,2,2,2,222,6,About to Sleep,2,482.05,0,0.28604070746811217,55.024060582026955,Suppress / Low-Cost Ads,Exclude from paid campaigns to save marketing budget.
12505.0,317,1,955.2,2,1,3,213,6,About to Sleep,0,0.0,1,0.28582170067389845,166.86913230439424,Suppress / Low-Cost Ads,Exclude from paid campaigns to save marketing budget.
12506.0,141,1,73.5,3,1,1,311,5,Others / Need Attention,0,0.0,1,0.3013358575675038,63.0077039693216,Suppress / Low-Cost Ads,Exclude from paid campaigns to save marketing budget.
12507.0,43,4,1844.06,4,3,4,434,11,Loyal Customers,0,0.0,1,0.6605947487105579,347.6907074387936,Cross-Sell Drive,Recommend bundle products based on purchase history.
12509.0,193,1,176.5,3,1,1,311,5,Others / Need Attention,0,0.0,1,0.2508391626709403,58.13070237480117,Suppress / Low-Cost Ads,Exclude from paid campaigns to save marketing budget.
12510.0,51,9,5178.02,4,5,5,455,14,Champions,0,0.0,1,0.8242908623593278,759.0205271389735,VIP Loyalty Program,"Early access to new launches, zero discount needed."
12511.0,337,1,3084.02,2,1,5,215,8,About to Sleep,0,0.0,1,0.35344003669238155,348.5349184802035,Suppress / Low-Cost Ads,Exclude from paid campaigns to save marketing budget.
12513.0,21,1,612.29,5,1,3,513,9,New Customers,0,0.0,1,0.5886805972786142,370.17419639420774,Onboarding Sequence,10% discount on 2nd purchase within 30 days.
12514.0,176,2,1597.76,3,2,4,324,9,Promising / Potential,0,0.0,1,0.4789448152324153,352.2132533971593,Cross-Sell Drive,Recommend bundle products based on purchase history.
12515.0,262,1,383.7,2,1,2,212,5,About to Sleep,0,0.0,1,0.29888118153066445,125.76189146491198,Suppress / Low-Cost Ads,Exclude from paid campaigns to save marketing budget.
12516.0,89,3,1919.76,4,3,4,434,11,Loyal Customers,1,728.86,0,0.601046614000077,397.63452625366267,Cross-Sell Drive,Recommend bundle products based on purchase history.
12517.0,35,2,1538.7,5,2,4,524,11,Promising / Potential,3,964.14,0,0.6336219262918381,408.85615582246163,Cross-Sell Drive,Recommend bundle products based on purchase history.
12518.0,19,1,324.83,5,1,2,512,8,New Customers,4,1732.06,0,0.5407986084353701,342.8536971794293,Onboarding Sequence,10% discount on 2nd purchase within 30 days.
12519.0,385,1,385.7,1,1,2,112,4,Hibernating / Lost,1,340.84,0,0.1899708972130958,78.97722372047768,Suppress / Low-Cost Ads,Exclude from paid campaigns to save marketing budget.
12520.0,51,4,2045.85,4,3,4,434,11,Loyal Customers,1,588.41,0,0.6518018470216721,434.92164834597656,Cross-Sell Drive,Recommend bundle products based on purchase history.
12521.0,51,1,599.68,4,1,3,413,8,New Customers,0,0.0,1,0.5596352417214989,373.8073135619385,Onboarding Sequence,10% discount on 2nd purchase within 30 days.
12523.0,16,19,3600.13,5,5,5,555,15,Champions,4,772.02,0,0.881889730232652,473.7756219660753,VIP Loyalty Program,"Early access to new launches, zero discount needed."
